fixture,type,department,section,shelf,facing,x,y,depth,width
SEAS-1,Seasonal table,Sales floor,1,1,2,30,10.50,4,
SEAS-1,Seasonal table,Sales floor,1,1,3,30,10.50,4,
SEAS-1,Seasonal table,Sales floor,1,2,1,30,10.50,4,
SEAS-1,Seasonal table,Sales floor,1,2,2,30,10.50,4,
SEAS-1,Seasonal table,Sales floor,1,2,3,30,10.50,4,
SEAS-2,Seasonal table,Sales floor,1,1,1,40,10.50,4,
SEAS-2,Seasonal table,Sales floor,1,1,2,40,10.50,4,
SEAS-2,Seasonal table,Sales floor,1,1,3,40,10.50,4,
SEAS-2,Seasonal table,Sales floor,1,2,1,40,10.50,4,
SEAS-2,Seasonal table,Sales floor,1,2,2,40,10.50,4,
SEAS-2,Seasonal table,Sales floor,1,2,3,40,10.50,4,
RACK-1,Pallet rack,Stockroom,1,1,1,4,82.00,4,
RACK-1,Pallet rack,Stockroom,1,2,1,4,82.00,4,
RACK-1,Pallet rack,Stockroom,1,3,1,4,82.00,4,
RACK-1,Pallet rack,Stockroom,2,1,1,4,86.00,4,
RACK-1,Pallet rack,Stockroom,2,2,1,4,86.00,4,
RACK-1,Pallet rack,Stockroom,2,3,1,4,86.00,4,
RACK-1,Pallet rack,Stockroom,3,1,1,4,90.00,4,
RACK-1,Pallet rack,Stockroom,3,2,1,4,90.00,4,
RACK-1,Pallet rack,Stockroom,3,3,1,4,90.00,4,
RACK-1,Pallet rack,Stockroom,4,1,1,4,94.00,4,
RACK-1,Pallet rack,Stockroom,4,2,1,4,94.00,4,
RACK-1,Pallet rack,Stockroom,4,3,1,4,94.00,4,
RACK-1,Pallet rack,Stockroom,5,1,1,4,98.00,4,
RACK-1,Pallet rack,Stockroom,5,2,1,4,98.00,4,
RACK-1,Pallet rack,Stockroom,5,3,1,4,98.00,4,
RACK-2,Pallet rack,Stockroom,1,1,1,16,82.00,4,
RACK-2,Pallet rack,Stockroom,1,2,1,16,82.00,4,
RACK-2,Pallet rack,Stockroom,1,3,1,16,82.00,4,
RACK-2,Pallet rack,Stockroom,2,1,1,16,86.00,4,
RACK-2,Pallet rack,Stockroom,2,2,1,16,86.00,4,
RACK-2,Pallet rack,Stockroom,2,3,1,16,86.00,4,
RACK-2,Pallet rack,Stockroom,3,1,1,16,90.00,4,
RACK-2,Pallet rack,Stockroom,3,2,1,16,90.00,4,
RACK-2,Pallet rack,Stockroom,3,3,1,16,90.00,4,
RACK-2,Pallet rack,Stockroom,4,1,1,16,94.00,4,
RACK-2,Pallet rack,Stockroom,4,2,1,16,94.00,4,
RACK-2,Pallet rack,Stockroom,4,3,1,16,94.00,4,
RACK-2,Pallet rack,Stockroom,5,1,1,16,98.00,4,
RACK-2,Pallet rack,Stockroom,5,2,1,16,98.00,4,
RACK-2,Pallet rack,Stockroom,5,3,1,16,98.00,4,
SHELF-1,Back stock shelving,Stockroom,1,1,1,30,81.50,2,
SHELF-1,Back stock shelving,Stockroom,1,2,1,30,81.50,2,
SHELF-1,Back stock shelving,Stockroom,1,3,1,30,81.50,2,
SHELF-1,Back stock shelving,Stockroom,1,4,1,30,81.50,2,
SHELF-1,Back stock shelving,Stockroom,2,1,1,30,84.50,2,
SHELF-1,Back stock shelving,Stockroom,2,2,1,30,84.50,2,
SHELF-1,Back stock shelving,Stockroom,2,3,1,30,84.50,2,
SHELF-1,Back stock shelving,Stockroom,2,4,1,30,84.50,2,
SHELF-1,Back stock shelving,Stockroom,3,1,1,30,87.50,2,
SHELF-1,Back stock shelving,Stockroom,3,2,1,30,87.50,2,
SHELF-1,Back stock shelving,Stockroom,3,3,1,30,87.50,2,
SHELF-1,Back stock shelving,Stockroom,3,4,1,30,87.50,2,
SHELF-1,Back stock shelving,Stockroom,4,1,1,30,90.50,2,
SHELF-1,Back stock shelving,Stockroom,4,2,1,30,90.50,2,
SHELF-1,Back stock shelving,Stockroom,4,3,1,30,90.50,2,
SHELF-1,Back stock shelving,Stockroom,4,4,1,30,90.50,2,
SHELF-1,Back stock shelving,Stockroom,5,1,1,30,93.50,2,
SHELF-1,Back stock shelving,Stockroom,5,2,1,30,93.50,2,
SHELF-1,Back stock shelving,Stockroom,5,3,1,30,93.50,2,
SHELF-1,Back stock shelving,Stockroom,5,4,1,30,93.50,2,
SHELF-1,Back stock shelving,Stockroom,6,1,1,30,96.50,2,
SHELF-1,Back stock shelving,Stockroom,6,2,1,30,96.50,2,
SHELF-1,Back stock shelving,Stockroom,6,3,1,30,96.50,2,
SHELF-1,Back stock shelving,Stockroom,6,4,1,30,96.50,2,
SHELF-2,Back stock shelving,Stockroom,1,1,1,38,81.50,2,
SHELF-2,Back stock shelving,Stockroom,1,2,1,38,81.50,2,
SHELF-2,Back stock shelving,Stockroom,1,3,1,38,81.50,2,
SHELF-2,Back stock shelving,Stockroom,1,4,1,38,81.50,2,
SHELF-2,Back stock shelving,Stockroom,2,1,1,38,84.50,2,
SHELF-2,Back stock shelving,Stockroom,2,2,1,38,84.50,2,
SHELF-2,Back stock shelving,Stockroom,2,3,1,38,84.50,2,
SHELF-2,Back stock shelving,Stockroom,2,4,1,38,84.50,2,
SHELF-2,Back stock shelving,Stockroom,3,1,1,38,87.50,2,
SHELF-2,Back stock shelving,Stockroom,3,2,1,38,87.50,2,
SHELF-2,Back stock shelving,Stockroom,3,3,1,38,87.50,2,
SHELF-2,Back stock shelving,Stockroom,3,4,1,38,87.50,2,
SHELF-2,Back stock shelving,Stockroom,4,1,1,38,90.50,2,
SHELF-2,Back stock shelving,Stockroom,4,2,1,38,90.50,2,
SHELF-2,Back stock shelving,Stockroom,4,3,1,38,90.50,2,
SHELF-2,Back stock shelving,Stockroom,4,4,1,38,90.50,2,
SHELF-2,Back stock shelving,Stockroom,5,1,1,38,93.50,2,
SHELF-2,Back stock shelving,Stockroom,5,2,1,38,93.50,2,
SHELF-2,Back stock shelving,Stockroom,5,3,1,38,93.50,2,
SHELF-2,Back stock shelving,Stockroom,5,4,1,38,93.50,2,
SHELF-2,Back stock shelving,Stockroom,6,1,1,38,96.50,2,
SHELF-2,Back stock shelving,Stockroom,6,2,1,38,96.50,2,
SHELF-2,Back stock shelving,Stockroom,6,3,1,38,96.50,2,
SHELF-2,Back stock shelving,Stockroom,6,4,1,38,96.50,2,
ENT-1,Customer entrance,Storefront,1,,,35,0,,8
GOODS-1,Roll-up door,Back wall,1,,,42,110,,12
GOODS-2,Dock door 1,Back wall,1,,,52,110,,10
GOODS-3,Dock door 2,Back wall,1,,,62,110,,10
REG-1,Checkout register,Counter,1,,,58,8,,
REG-2,Checkout register,Counter,1,,,58,15,,
CTR-1,Service station,Counter,1,,,62,30,,
CTR-2,Service station,Counter,1,,,62,42,,
WRAP-1,Gift wrap station,Counter,1,,,58,52,,
